customer_number,Recency,Frequency,Monetary,label
15091,60,8,92.96,Promising Customers
15114,0,171,1490.88,At Risk
15118,6,29,356.32,Potential Loyal Customers
15125,8,22,214.07,Potential Loyal Customers
15135,0,175,1404.64,At Risk
15142,0,66,615.9,Potential Loyal Customers
15144,0,105,588.53,Loyal Customers
15145,2,42,366.26,Potential Loyal Customers
15150,1,107,1613.41,Champions
15160,0,90,390.68,Loyal Customers
15167,1,51,524.31,Potential Loyal Customers
15177,0,80,583.97,Loyal Customers
15191,0,50,841.47,Potential Loyal Customers
15196,7,24,135.77,Potential Loyal Customers
15197,0,35,483.32,Potential Loyal Customers
15203,2,76,594.67,Loyal Customers
15215,0,54,266.67,Potential Loyal Customers
15217,1,142,969.24,Loyal Customers
15221,53,9,231.1,Promising Customers
15227,138,12,94.51,Need Attention
15234,2,34,319.05,Potential Loyal Customers
15239,39,8,138.21,Promising Customers
15240,52,10,61.28,Promising Customers
15245,10,71,312.94,Potential Loyal Customers
15249,0,135,1439.05,Champions
15259,1,72,590.84,Loyal Customers
15262,1,54,296.59,Potential Loyal Customers
15263,59,53,420.7,Promising Customers
15265,8,55,612.69,Potential Loyal Customers
15268,2,7,153.91,Potential Loyal Customers
15270,1,36,686.14,Potential Loyal Customers
15274,2,82,1136.63,Loyal Customers
15276,1,21,228.55,Potential Loyal Customers
15280,2,53,507.07,Potential Loyal Customers
15282,1,33,297.68,Potential Loyal Customers
15284,6,34,723.87,Potential Loyal Customers
15294,0,34,466.47,Potential Loyal Customers
15302,1,53,1476.32,Champions
15308,0,68,406.25,Potential Loyal Customers
15310,0,52,375.42,Potential Loyal Customers
15311,4,32,344.89,Potential Loyal Customers
15316,6,88,880.65,Loyal Customers
15328,130,17,169.4,Need Attention
15335,3,39,368.88,Potential Loyal Customers
15339,1,60,309.74,Potential Loyal Customers
15344,0,48,431.11,Potential Loyal Customers
15347,0,61,480.98,Potential Loyal Customers
15354,0,99,1160.95,Loyal Customers
15365,13,7,115.21,Potential Loyal Customers
15371,2,23,264.44,Potential Loyal Customers
15373,0,52,547.56,Potential Loyal Customers
15391,0,102,835.77,Loyal Customers
15394,3,16,94.54,Potential Loyal Customers
15403,2,48,753.63,Potential Loyal Customers
15407,4,27,262.98,Potential Loyal Customers
15412,8,30,462.08,Potential Loyal Customers
15414,13,26,431.93,Potential Loyal Customers
15419,1,86,685.04,Loyal Customers
15426,0,119,1625.86,Champions
15439,3,27,370.59,Potential Loyal Customers
15447,2,35,322.96,Potential Loyal Customers
15449,56,11,80.34,Promising Customers
15455,1,63,370.14,Potential Loyal Customers
15458,8,6,30.23,Potential Loyal Customers
15459,23,20,143.93,Promising Customers
15463,2,14,192.04,Potential Loyal Customers
15481,0,65,461.53,Potential Loyal Customers
15492,2,40,960.47,Potential Loyal Customers
15499,24,13,156.77,Promising Customers
15502,0,93,642.62,Loyal Customers
15503,0,144,686.23,Loyal Customers
15513,13,63,440.78,Potential Loyal Customers
15527,0,57,561.05,Potential Loyal Customers
15541,4,38,501.51,Potential Loyal Customers
15544,0,94,666.1,Loyal Customers
15554,0,64,749.58,Potential Loyal Customers
15556,8,21,615.99,Potential Loyal Customers
15568,0,45,401.61,Potential Loyal Customers
15571,0,75,532.34,Loyal Customers
15573,3,38,436.42,Potential Loyal Customers
15588,21,25,503.07,Potential Loyal Customers
15596,0,57,617.6,Potential Loyal Customers
15601,62,39,376.16,Promising Customers
15604,1,37,813.44,Potential Loyal Customers
15605,25,16,297.12,Promising Customers
15609,1,118,759.98,Loyal Customers
15616,3,36,279.6,Potential Loyal Customers
15617,60,78,282.17,Promising Customers
15621,1,39,391.07,Potential Loyal Customers
15622,0,29,513.47,Potential Loyal Customers
15634,11,16,353.84,Potential Loyal Customers
15651,3,21,663.26,Potential Loyal Customers
15654,2,39,306.04,Potential Loyal Customers
15664,2,29,335.79,Potential Loyal Customers
15667,1,175,561.19,Loyal Customers
15669,5,96,580.76,Loyal Customers
15671,0,39,855.68,Potential Loyal Customers
15682,0,17,165.11,Potential Loyal Customers
15684,2,26,1450,Champions
15685,12,90,598.1,Loyal Customers
15690,7,33,331.36,Potential Loyal Customers
15702,104,25,171.91,Need Attention
15709,14,17,277.3,Potential Loyal Customers
15717,3,81,1686.4,Champions
15723,24,15,117.33,Promising Customers
15728,11,24,309.3,Potential Loyal Customers
15738,1,83,1890.08,Champions
15743,0,35,440.79,Potential Loyal Customers
15753,1,118,549.38,Loyal Customers
15763,1,62,600.02,Potential Loyal Customers
15768,2,43,275.82,Potential Loyal Customers
15772,4,18,373.56,Potential Loyal Customers
15773,2,21,216.46,Potential Loyal Customers
15774,1,62,464.02,Potential Loyal Customers
15778,1,45,625.36,Potential Loyal Customers
15788,1,87,1415.32,Champions
15793,3,28,268.69,Potential Loyal Customers
15801,4,124,432.07,Loyal Customers
15813,0,138,998.77,Loyal Customers
15815,0,74,843.26,Loyal Customers
15821,99,27,246.59,Need Attention
15827,5,29,246.61,Potential Loyal Customers
15831,4,51,331.85,Potential Loyal Customers
15838,6,41,561.07,Potential Loyal Customers
15839,16,25,162.49,Potential Loyal Customers
15843,56,5,81.02,Promising Customers
15850,1,14,220.82,Potential Loyal Customers
15852,2,16,289.72,Potential Loyal Customers
15864,7,34,815.48,Potential Loyal Customers
15865,9,58,654.05,Potential Loyal Customers
15875,0,53,474.5,Potential Loyal Customers
15879,0,20,297.89,Potential Loyal Customers
15902,0,95,680.62,Loyal Customers
15911,3,33,415.41,Potential Loyal Customers
15920,6,55,615.36,Potential Loyal Customers
15932,0,27,445.09,Potential Loyal Customers
15933,0,142,590.1,Loyal Customers
15934,0,183,2649.05,At Risk
15939,3,36,453.3,Potential Loyal Customers
15942,0,42,512.56,Potential Loyal Customers
15943,1,51,627.75,Potential Loyal Customers
15945,3,38,572.29,Potential Loyal Customers
15960,11,64,408.31,Potential Loyal Customers
15963,4,115,859.01,Loyal Customers
15966,3,55,450.86,Potential Loyal Customers
15967,6,22,663.17,Potential Loyal Customers
15970,2,88,1275.25,Champions
15972,0,83,844.23,Loyal Customers
15978,11,25,427.17,Potential Loyal Customers
15980,0,62,607.1,Potential Loyal Customers
16002,3,44,285.15,Potential Loyal Customers
16012,44,30,196,Promising Customers
16018,12,20,298.31,Potential Loyal Customers
16022,1,115,2186.39,Champions
16029,3,12,246.54,Potential Loyal Customers
16031,123,15,150.63,Need Attention
16038,2,35,324.99,Potential Loyal Customers
16039,0,108,401.03,Loyal Customers
16040,11,18,345.05,Potential Loyal Customers
16041,1,83,475.08,Loyal Customers
16043,1,165,1320.55,At Risk
16048,30,21,322.62,Promising Customers
16049,1,53,316.31,Potential Loyal Customers
16054,32,73,687.61,Promising Customers
16076,3,12,142.86,Potential Loyal Customers
16081,0,51,222.26,Potential Loyal Customers
16084,1,80,602.32,Loyal Customers
16086,1,101,311.67,Loyal Customers
16100,113,12,157.47,Need Attention
16102,7,13,380.24,Potential Loyal Customers
16106,3,37,156.1,Potential Loyal Customers
16117,2,69,1359.55,Champions
16125,13,59,321.25,Potential Loyal Customers
16140,1,69,587.78,Potential Loyal Customers
16144,0,62,564.43,Potential Loyal Customers
16154,1,59,478.34,Potential Loyal Customers
16163,1,36,308.27,Potential Loyal Customers
16165,0,114,1068.25,Loyal Customers
16167,2,57,327.22,Potential Loyal Customers
16172,7,42,955.15,Potential Loyal Customers
16173,9,52,292.63,Potential Loyal Customers
16184,65,15,121.59,Promising Customers
16193,2,56,574.98,Potential Loyal Customers
16195,1,136,694.79,Loyal Customers
16196,6,74,339.05,Potential Loyal Customers
16203,0,79,2448.11,Champions
16205,1,51,395.21,Potential Loyal Customers
16220,1,36,518.01,Potential Loyal Customers
16227,0,38,460.38,Potential Loyal Customers
16229,19,20,211.82,Potential Loyal Customers
16231,11,24,195.95,Potential Loyal Customers
16234,3,48,224.19,Potential Loyal Customers
16254,1,52,460.14,Potential Loyal Customers
16281,0,59,668.36,Potential Loyal Customers
16287,7,71,765.72,Loyal Customers
16292,0,150,1398.4,At Risk
16294,3,44,849.26,Potential Loyal Customers
16295,0,54,679.7,Potential Loyal Customers
16301,4,42,251.43,Potential Loyal Customers
16303,11,56,354.32,Potential Loyal Customers
16306,10,29,462.81,Potential Loyal Customers
16316,0,17,330.4,Potential Loyal Customers
