customer_number,Recency,Frequency,Monetary,label
7499,0,48,633.48,Potential Loyal Customers
7513,0,59,252.64,Potential Loyal Customers
7516,0,55,3676.46,Champions
7517,2,54,438.96,Potential Loyal Customers
7518,0,52,835.54,Potential Loyal Customers
7520,10,16,265.48,Potential Loyal Customers
7529,3,92,751.76,Loyal Customers
7531,0,33,361.23,Potential Loyal Customers
7536,1,70,1593.88,Champions
7538,0,149,1447.79,At Risk
7554,2,28,688.01,Potential Loyal Customers
7559,2,90,760.09,Loyal Customers
7560,0,35,225.12,Potential Loyal Customers
7572,3,52,611.72,Potential Loyal Customers
7576,0,42,769.11,Potential Loyal Customers
7587,2,24,1660.82,Champions
7604,0,68,1028.21,Loyal Customers
7607,0,170,543.81,Loyal Customers
7620,163,25,150.58,Need Attention
7621,32,38,1020.41,Promising Customers
7626,27,20,1802.86,Champions
7643,1,142,1128.25,Loyal Customers
7644,1,71,597.81,Potential Loyal Customers
7650,0,66,395.59,Potential Loyal Customers
7658,0,58,783.07,Potential Loyal Customers
7660,0,112,1137.69,Loyal Customers
7665,2,78,678.55,Loyal Customers
7675,3,39,1541.33,Champions
7683,1,97,559.7,Loyal Customers
7699,0,80,1471.56,Champions
7700,0,49,770.01,Potential Loyal Customers
7705,8,14,810.6,Potential Loyal Customers
7710,1,68,813.69,Loyal Customers
7715,4,72,579.94,Potential Loyal Customers
7726,3,90,913.8,Loyal Customers
7729,7,42,1309.01,Champions
7747,0,102,1858.77,Champions
7756,0,67,443.32,Potential Loyal Customers
7758,10,32,354.86,Potential Loyal Customers
7773,13,17,512.61,Potential Loyal Customers
7782,3,74,690.83,Loyal Customers
7789,13,56,545.25,Potential Loyal Customers
7792,1,48,594.98,Potential Loyal Customers
7806,1,77,932.52,Loyal Customers
7814,0,49,408.04,Potential Loyal Customers
7816,1,116,1013.26,Loyal Customers
7823,1,102,2221.03,Champions
7825,3,45,765.79,Potential Loyal Customers
7830,3,35,533.41,Potential Loyal Customers
7840,3,45,378.94,Potential Loyal Customers
7843,7,45,823.14,Potential Loyal Customers
7849,3,50,794.35,Potential Loyal Customers
7855,0,163,879.25,Loyal Customers
7874,3,17,319.51,Potential Loyal Customers
7881,1,119,877.82,Loyal Customers
7884,3,49,323.17,Potential Loyal Customers
7897,28,61,477.2,Promising Customers
7903,1,48,678.01,Potential Loyal Customers
7905,2,48,399.5,Potential Loyal Customers
7910,117,34,366.1,Need Attention
7914,3,86,847.77,Loyal Customers
7944,0,119,639.93,Loyal Customers
7955,2,95,635.66,Loyal Customers
7957,6,31,1276.18,Champions
7964,0,110,547.16,Loyal Customers
7969,10,35,282.1,Potential Loyal Customers
7973,15,25,286.79,Potential Loyal Customers
7977,0,182,1782.49,At Risk
7991,14,25,320.05,Potential Loyal Customers
7996,0,80,765.4,Loyal Customers
8011,0,39,1512.12,Champions
8022,0,130,398.33,Loyal Customers
8061,3,9,267.01,Potential Loyal Customers
8062,8,20,488.65,Potential Loyal Customers
8065,1,41,1033.14,Potential Loyal Customers
8066,1,87,691.17,Loyal Customers
8069,3,35,307.68,Potential Loyal Customers
8071,0,137,1433.74,Champions
8074,6,26,796.07,Potential Loyal Customers
8087,58,38,866.28,Promising Customers
8092,1,66,617.5,Potential Loyal Customers
8099,0,59,501.4,Potential Loyal Customers
8108,0,106,1173.57,Loyal Customers
8115,1,64,829.38,Loyal Customers
8116,1,21,442.54,Potential Loyal Customers
8118,13,43,779.96,Potential Loyal Customers
8119,3,25,364.44,Potential Loyal Customers
8137,0,28,178.88,Potential Loyal Customers
8142,1,142,1972.28,At Risk
8145,1,124,1042.96,Loyal Customers
8152,0,191,3522.19,At Risk
8154,16,19,775.08,Potential Loyal Customers
8165,7,112,310.6,Loyal Customers
8171,1,50,369.31,Potential Loyal Customers
8178,0,54,882.35,Potential Loyal Customers
8179,0,103,1152.87,Loyal Customers
8181,4,28,328.48,Potential Loyal Customers
8198,10,19,268.23,Potential Loyal Customers
8207,0,161,881.18,Loyal Customers
8217,2,34,569.04,Potential Loyal Customers
8220,0,78,354.31,Potential Loyal Customers
8226,1,122,1038.32,Loyal Customers
8245,3,89,370.87,Loyal Customers
8247,2,47,820.6,Potential Loyal Customers
8248,9,50,768.07,Potential Loyal Customers
8251,5,44,247.07,Potential Loyal Customers
8255,3,21,502.62,Potential Loyal Customers
8257,0,43,529.06,Potential Loyal Customers
8266,8,66,475.89,Potential Loyal Customers
8270,23,6,118.88,Promising Customers
8275,6,27,379.87,Potential Loyal Customers
8284,0,261,3992.3,At Risk
8287,0,92,745.38,Loyal Customers
8294,0,41,1130.42,Potential Loyal Customers
8299,6,35,478.89,Potential Loyal Customers
8305,8,21,209.72,Potential Loyal Customers
8307,4,17,364.96,Potential Loyal Customers
8322,1,51,778.36,Potential Loyal Customers
8325,9,24,868.67,Potential Loyal Customers
8326,118,7,215.44,Need Attention
8331,0,97,1592.26,Champions
8333,0,81,815.12,Loyal Customers
8335,3,41,447.6,Potential Loyal Customers
8336,0,79,1053.46,Loyal Customers
8338,4,52,1040.94,Potential Loyal Customers
8341,28,32,220.46,Promising Customers
8360,3,40,720.34,Potential Loyal Customers
8371,9,81,2239.66,Champions
8373,0,51,454.78,Potential Loyal Customers
8377,20,17,262.83,Potential Loyal Customers
8380,0,43,947.58,Potential Loyal Customers
8381,1,141,443.4,Loyal Customers
8387,2,103,860.2,Loyal Customers
8388,17,31,304.48,Potential Loyal Customers
8391,1,13,556.34,Potential Loyal Customers
8392,4,76,776.69,Loyal Customers
8407,4,58,574.51,Potential Loyal Customers
8410,4,22,315.74,Potential Loyal Customers
8417,0,123,1766.08,Champions
8427,0,102,804.89,Loyal Customers
8428,1,61,622.52,Potential Loyal Customers
8429,18,75,789.66,Loyal Customers
8434,0,87,1195.92,Loyal Customers
8442,2,51,1192.7,Champions
8450,0,33,420.08,Potential Loyal Customers
8455,1,45,412.74,Potential Loyal Customers
8456,4,75,375.39,Potential Loyal Customers
8459,2,26,775.01,Potential Loyal Customers
8461,2,69,1476.38,Champions
8464,2,84,2415.03,Champions
8477,7,28,403.06,Potential Loyal Customers
8478,0,46,594.58,Potential Loyal Customers
8485,0,67,738.76,Loyal Customers
8488,6,49,1745.91,Champions
8504,1,104,320.07,Loyal Customers
8519,1,29,933.62,Potential Loyal Customers
8520,0,219,660.49,At Risk
8523,6,55,937.43,Potential Loyal Customers
8536,1,47,416.26,Potential Loyal Customers
8539,0,35,744.4,Potential Loyal Customers
8540,2,50,568.44,Potential Loyal Customers
8543,0,52,620.06,Potential Loyal Customers
8548,2,41,2593.27,Champions
8552,3,52,1100.42,Potential Loyal Customers
8557,0,120,2107.98,Champions
8562,0,123,1228.44,Loyal Customers
8563,2,75,1119.15,Loyal Customers
8564,0,95,958.35,Loyal Customers
8567,25,10,579.73,Promising Customers
8568,0,46,784.57,Potential Loyal Customers
8577,17,42,309.88,Potential Loyal Customers
8584,0,95,1541.14,Champions
8586,1,48,507.29,Potential Loyal Customers
8588,0,49,549.4,Potential Loyal Customers
8606,4,27,355.61,Potential Loyal Customers
8607,4,98,463.81,Loyal Customers
8614,0,37,960.93,Potential Loyal Customers
8622,0,77,654.32,Loyal Customers
8623,49,21,704.68,Promising Customers
8636,6,85,1020.29,Loyal Customers
8639,1,47,332.89,Potential Loyal Customers
8647,2,39,530.07,Potential Loyal Customers
8657,2,84,606.82,Loyal Customers
8660,0,121,1367.53,Champions
8662,0,126,1471.81,Champions
8668,0,146,1466.61,At Risk
8673,1,93,616.45,Loyal Customers
8677,2,51,988.89,Potential Loyal Customers
8678,3,98,1530.32,Champions
8680,1,55,404.37,Potential Loyal Customers
8685,43,38,665.37,Promising Customers
8688,4,46,1106.13,Potential Loyal Customers
8689,2,123,2019.99,Champions
8693,13,65,1445.71,Champions
8694,11,26,852.82,Potential Loyal Customers
8701,1,23,256.46,Potential Loyal Customers
8717,1,85,1776.72,Champions
8719,10,61,1177.63,Champions
8720,1,63,443.5,Potential Loyal Customers
8733,0,329,1034.17,At Risk
8735,0,79,628.21,Loyal Customers
8738,0,100,1743.63,Champions
8746,4,39,465.25,Potential Loyal Customers
8754,1,37,319.39,Potential Loyal Customers
8756,4,61,587.5,Potential Loyal Customers
8759,16,37,804.2,Potential Loyal Customers
8778,0,81,1020.85,Loyal Customers
8784,89,26,374.54,Need Attention
8789,0,109,1191.74,Loyal Customers
8796,3,54,587.85,Potential Loyal Customers
8799,1,231,1319.83,At Risk
8803,83,5,61.35,Need Attention
8812,0,134,795.28,Loyal Customers
8813,16,93,985.8,Loyal Customers
8814,0,222,2769.62,At Risk
8819,1,44,688.11,Potential Loyal Customers
8833,0,264,1851.18,At Risk
8836,7,51,535.01,Potential Loyal Customers
8840,1,231,2431.7,At Risk
8841,2,40,1537.9,Champions
8844,8,87,872.67,Loyal Customers
8847,6,13,294.99,Potential Loyal Customers
8851,3,119,839.89,Loyal Customers
8862,1,88,1560.77,Champions
8863,1,119,894.55,Loyal Customers
8876,16,18,418.29,Potential Loyal Customers
8888,0,44,832.38,Potential Loyal Customers
8893,3,54,1017.45,Potential Loyal Customers
8909,1,36,951.67,Potential Loyal Customers
8911,0,199,2300.17,At Risk
8912,6,93,3764.81,Champions
8947,2,57,534.86,Potential Loyal Customers
8953,0,49,504.85,Potential Loyal Customers
8966,0,94,701.53,Loyal Customers
8968,16,78,638.75,Loyal Customers
8972,0,97,2167.03,Champions
8982,0,54,362.44,Potential Loyal Customers
8987,1,106,2920.63,Champions
8994,1,90,505.19,Loyal Customers
8997,2,56,771.74,Potential Loyal Customers
9001,6,35,531.22,Potential Loyal Customers
9011,1,45,1023.32,Potential Loyal Customers
9016,74,120,528.6,Promising Customers
9023,4,37,262.87,Potential Loyal Customers
9027,1,49,768.9,Potential Loyal Customers
9030,2,86,751.24,Loyal Customers
9042,1,77,399.33,Potential Loyal Customers
9052,0,191,914,At Risk
9054,4,52,663.8,Potential Loyal Customers
9057,0,180,1109.73,At Risk
9066,0,48,230.18,Potential Loyal Customers
9067,1,45,434.56,Potential Loyal Customers
9070,1,49,399.18,Potential Loyal Customers
9076,6,116,1484.39,Champions
9078,2,82,1278.89,Champions
9083,0,99,717.1,Loyal Customers
9089,0,97,621.29,Loyal Customers
9090,1,45,360.85,Potential Loyal Customers
9093,3,60,511.35,Potential Loyal Customers
9097,0,54,1134.69,Champions
9098,0,132,1294.39,Loyal Customers
9105,110,6,257.8,Need Attention
9110,2,85,487.45,Loyal Customers
9112,0,38,1061.33,Potential Loyal Customers
9118,0,57,822.37,Potential Loyal Customers
9122,0,52,642.77,Potential Loyal Customers
9123,17,31,347.7,Potential Loyal Customers
9125,0,93,1088.9,Loyal Customers
9126,2,93,633.01,Loyal Customers
9127,1,25,415.36,Potential Loyal Customers
9128,1,55,340,Potential Loyal Customers
9137,0,50,636.68,Potential Loyal Customers
9139,0,77,579.77,Loyal Customers
9146,3,32,395.07,Potential Loyal Customers
9154,2,82,635.5,Loyal Customers
9157,1,45,292.79,Potential Loyal Customers
9158,1,78,1360.02,Champions
9164,1,119,676.42,Loyal Customers
9190,0,94,634.42,Loyal Customers
9191,0,62,305.75,Potential Loyal Customers
9206,6,104,392.84,Loyal Customers
9207,2,84,637.49,Loyal Customers
9208,0,145,516.08,Loyal Customers
9209,1,36,832.74,Potential Loyal Customers
9219,0,38,2117.22,Champions
9221,0,114,932.03,Loyal Customers
9225,0,137,1327.05,Loyal Customers
9230,1,24,73.59,Potential Loyal Customers
9232,0,187,1519.12,At Risk
9256,0,148,1010.19,Loyal Customers
9258,5,82,432.44,Loyal Customers
9260,0,58,2314.37,Champions
9261,1,73,1113.54,Loyal Customers
9264,0,42,1478.97,Champions
9266,36,55,420.56,Promising Customers
9269,1,75,2380.5,Champions
9270,51,29,347.2,Promising Customers
9271,7,55,419.16,Potential Loyal Customers
9285,0,156,2194.71,At Risk
9293,14,14,209.22,Potential Loyal Customers
9295,0,68,526.35,Potential Loyal Customers
9297,16,41,586.45,Potential Loyal Customers
9311,30,18,705.97,Promising Customers
9320,0,176,1310.62,At Risk
9326,2,56,402.15,Potential Loyal Customers
9328,0,95,1207.54,Loyal Customers
9333,2,82,619.06,Loyal Customers
9339,1,103,2424.25,Champions
9342,1,184,1742.09,At Risk
9349,0,202,2297.69,At Risk
9362,0,67,459.06,Potential Loyal Customers
9369,10,107,1730.47,Champions
9374,0,23,372.64,Potential Loyal Customers
9378,1,108,1357.4,Champions
9380,3,105,982.73,Loyal Customers
9382,1,126,2250.74,Champions
9383,0,127,2268.55,Champions
9392,0,42,534.23,Potential Loyal Customers
9397,0,70,1913.28,Champions
9398,0,69,920.15,Loyal Customers
9400,4,49,707.64,Potential Loyal Customers
9406,3,76,651.5,Loyal Customers
9412,2,69,625.48,Potential Loyal Customers
9419,0,77,430.79,Loyal Customers
9420,0,18,373.4,Potential Loyal Customers
9423,2,70,1818.45,Champions
9424,0,55,402.82,Potential Loyal Customers
9427,1,56,1854.66,Champions
9435,3,57,698.31,Potential Loyal Customers
9449,0,150,1184.28,Loyal Customers
9458,106,39,306.27,Need Attention
9465,2,114,1218.84,Loyal Customers
9470,6,64,519.98,Potential Loyal Customers
9471,1,102,612.52,Loyal Customers
9476,0,33,465.43,Potential Loyal Customers
9484,0,52,2107.59,Champions
9487,2,80,446.13,Loyal Customers
9491,1,133,994.18,Loyal Customers
9492,1,20,444.9,Potential Loyal Customers
9499,4,56,818.21,Potential Loyal Customers
9501,0,112,1244.32,Loyal Customers
9502,2,116,1417.83,Champions
9511,2,76,1076.7,Loyal Customers
9516,0,101,437.71,Loyal Customers
9521,0,85,928.98,Loyal Customers
9526,9,59,780.8,Potential Loyal Customers
9527,1,30,697.08,Potential Loyal Customers
9556,0,132,1363.15,Loyal Customers
9564,1,61,1158.77,Champions
9580,64,8,93.49,Promising Customers
9584,2,25,566.06,Potential Loyal Customers
9586,0,75,709.25,Loyal Customers
9587,0,86,2683.55,Champions
9588,1,74,608.84,Loyal Customers
9592,0,87,1259.41,Champions
9593,2,91,713.45,Loyal Customers
9600,4,99,1052.42,Loyal Customers
9602,5,60,485.44,Potential Loyal Customers
9604,0,140,1908.45,At Risk
9606,4,72,540.93,Potential Loyal Customers
9608,25,123,993.54,Loyal Customers
9611,0,143,2597.04,At Risk
9622,100,4,66.41,Need Attention
9624,1,127,1911.53,Champions
9625,6,10,367.32,Potential Loyal Customers
9634,0,77,401.44,Potential Loyal Customers
9643,38,24,333.64,Promising Customers
9647,138,49,450.61,Need Attention
9655,1,104,1329.29,Champions
9656,0,84,629.64,Loyal Customers
9667,2,39,644.02,Potential Loyal Customers
9675,0,293,1465.5,At Risk
9679,0,138,1136.5,Loyal Customers
9682,4,95,1007.78,Loyal Customers
9699,1,210,2451.47,At Risk
9703,1,64,983.12,Loyal Customers
9706,0,76,1042.14,Loyal Customers
9715,4,89,1325.86,Champions
9718,1,83,974.29,Loyal Customers
9727,5,39,236.59,Potential Loyal Customers
9728,0,71,1317.11,Champions
9729,1,90,2419.42,Champions
9730,7,51,618.38,Potential Loyal Customers
9735,0,132,698.97,Loyal Customers
9740,7,28,152.34,Potential Loyal Customers
9748,7,21,532.96,Potential Loyal Customers
9750,2,86,750.66,Loyal Customers
9751,7,21,694.18,Potential Loyal Customers
9756,1,80,671.22,Loyal Customers
9757,0,353,2412.72,At Risk
9760,8,30,460.13,Potential Loyal Customers
9762,0,72,383.51,Potential Loyal Customers
9767,0,75,1692.87,Champions
9778,0,77,1754.97,Champions
9784,0,105,716.13,Loyal Customers
9802,0,98,1747.23,Champions
9807,0,43,646.26,Potential Loyal Customers
9808,8,35,881.87,Potential Loyal Customers
9814,1,77,708.56,Loyal Customers
9819,1,69,1208.01,Champions
9825,2,94,1394.82,Champions
9836,6,27,160.05,Potential Loyal Customers
9847,1,25,472.47,Potential Loyal Customers
9853,1,98,500.45,Loyal Customers
9855,9,23,627.38,Potential Loyal Customers
9856,1,63,480.03,Potential Loyal Customers
9863,0,38,367.1,Potential Loyal Customers
9868,3,96,897.66,Loyal Customers
9879,2,119,1501.49,Champions
9886,1,90,793.39,Loyal Customers
9902,1,64,781.74,Potential Loyal Customers
9903,0,44,1025.47,Potential Loyal Customers
9904,20,20,767.41,Potential Loyal Customers
9918,0,144,1555.32,At Risk
9927,0,247,1269.06,At Risk
9941,15,131,1430.57,Champions
9946,8,32,1236.09,Champions
9948,1,94,597.99,Loyal Customers
9949,3,81,1005.85,Loyal Customers
9953,15,51,1009.88,Potential Loyal Customers
9966,0,78,770.67,Loyal Customers
9968,7,144,2468.46,At Risk
9974,3,140,1041.27,Loyal Customers
9975,19,267,1479.65,At Risk
9977,9,62,966.41,Loyal Customers
9983,49,11,194.73,Promising Customers
9985,2,64,647.15,Potential Loyal Customers
10000,1,161,1511.49,At Risk
10008,0,93,1073.48,Loyal Customers
10013,1,111,892.16,Loyal Customers
10015,3,49,768.45,Potential Loyal Customers
10022,0,230,2611.24,At Risk
10023,0,102,1110.96,Loyal Customers
10030,3,45,1216.85,Champions
10041,42,12,378.72,Promising Customers
10072,44,21,425.52,Promising Customers
10086,0,43,286.69,Potential Loyal Customers
10087,1,84,1486.08,Champions
10093,0,67,1047.19,Loyal Customers
10094,6,62,511.3,Potential Loyal Customers
10098,2,82,925.02,Loyal Customers
10107,0,46,702.47,Potential Loyal Customers
10108,1,155,1359.91,At Risk
10113,2,53,863.77,Potential Loyal Customers
10114,3,40,485.51,Potential Loyal Customers
10126,9,80,1474.1,Champions
10127,0,20,607.93,Potential Loyal Customers
10129,2,36,568.76,Potential Loyal Customers
10133,2,35,419.32,Potential Loyal Customers
10137,1,84,753.95,Loyal Customers
10146,0,16,231.05,Potential Loyal Customers
10153,6,46,662.77,Potential Loyal Customers
10155,3,69,1043.62,Loyal Customers
10159,1,47,497.41,Potential Loyal Customers
10163,8,36,653.57,Potential Loyal Customers
10165,1,206,1404.1,At Risk
10168,8,98,879.74,Loyal Customers
10172,0,147,862.98,Loyal Customers
10174,6,70,713.32,Loyal Customers
10176,1,36,2213.22,Champions
10184,0,103,678.99,Loyal Customers
10188,0,55,857.3,Potential Loyal Customers
10189,3,48,449.01,Potential Loyal Customers
10197,0,121,364.12,Loyal Customers
10222,1,99,1548.47,Champions
10223,0,150,2460.99,At Risk
10232,7,11,209.32,Potential Loyal Customers
10234,2,113,1195.47,Loyal Customers
10242,4,60,600.38,Potential Loyal Customers
10248,0,180,3789.25,At Risk
10252,1,64,1308.29,Champions
10256,0,91,1650.82,Champions
10260,0,143,629.97,Loyal Customers
10261,0,85,1301.72,Champions
10263,4,66,953.12,Loyal Customers
10271,0,176,1094.04,At Risk
10275,0,25,673.19,Potential Loyal Customers
10278,1,29,849.04,Potential Loyal Customers
10283,3,80,859.48,Loyal Customers
10293,2,107,1276.94,Loyal Customers
10310,0,36,506.62,Potential Loyal Customers
10318,8,53,699.91,Potential Loyal Customers
10320,0,82,775.32,Loyal Customers
10328,1,82,829.74,Loyal Customers
10329,7,74,1108.7,Loyal Customers
10330,15,17,404.46,Potential Loyal Customers
10341,0,27,227.12,Potential Loyal Customers
10342,0,175,1951.91,At Risk
10346,4,54,617.89,Potential Loyal Customers
10352,2,27,585.37,Potential Loyal Customers
10355,4,111,897.44,Loyal Customers
10357,3,66,1842.45,Champions
10360,3,46,365.53,Potential Loyal Customers
10363,0,104,926.17,Loyal Customers
10365,7,55,815.5,Potential Loyal Customers
10367,0,163,937.78,Loyal Customers
10375,0,61,576.36,Potential Loyal Customers
10382,0,62,476.76,Potential Loyal Customers
10386,0,84,931.55,Loyal Customers
10390,1,89,700.72,Loyal Customers
10392,2,45,543.32,Potential Loyal Customers
10396,2,87,1183.55,Loyal Customers
10401,2,44,507.74,Potential Loyal Customers
10408,1,67,487.57,Potential Loyal Customers
10410,6,63,1359.05,Champions
10419,0,33,109.87,Potential Loyal Customers
10421,0,202,2764.74,At Risk
10425,2,54,322.14,Potential Loyal Customers
10426,3,48,823.64,Potential Loyal Customers
10427,0,40,1079.55,Potential Loyal Customers
10431,14,30,396.17,Potential Loyal Customers
10433,11,25,683.6,Potential Loyal Customers
10438,5,56,520.84,Potential Loyal Customers
10443,0,98,811.44,Loyal Customers
10447,1,76,937.46,Loyal Customers
10450,8,28,290.44,Potential Loyal Customers
10451,1,123,1078.75,Loyal Customers
10476,1,115,1571.13,Champions
10481,11,78,1243.82,Champions
10483,4,16,874.02,Potential Loyal Customers
10495,4,59,443.85,Potential Loyal Customers
10505,7,15,135.19,Potential Loyal Customers
10509,4,52,918.66,Potential Loyal Customers
10510,0,35,523.08,Potential Loyal Customers
10512,5,76,904.08,Loyal Customers
10514,0,165,711.65,Loyal Customers
10518,0,127,1089.4,Loyal Customers
10519,15,47,614.57,Potential Loyal Customers
10528,0,140,1436.42,Champions
10537,0,152,1798.71,At Risk
10538,1,48,485.2,Potential Loyal Customers
10540,6,50,388.87,Potential Loyal Customers
10543,1,119,1422.73,Champions
10544,2,50,1175.05,Champions
10549,0,112,1537.87,Champions
10551,6,87,521.36,Loyal Customers
10554,1,47,781.59,Potential Loyal Customers
10557,1,32,304.97,Potential Loyal Customers
10558,7,264,1855.89,At Risk
10564,0,50,466.97,Potential Loyal Customers
10570,0,87,1702.29,Champions
10572,1,50,548.84,Potential Loyal Customers
10587,13,28,527.56,Potential Loyal Customers
10590,0,101,989.78,Loyal Customers
10591,0,121,947.7,Loyal Customers
10594,1,108,885.61,Loyal Customers
10599,2,50,1089.34,Potential Loyal Customers
10605,0,61,830.56,Potential Loyal Customers
10613,30,68,438.14,Promising Customers
10619,18,46,204.68,Potential Loyal Customers
10628,0,63,928.68,Loyal Customers
10635,0,53,709.87,Potential Loyal Customers
10643,15,17,591.49,Potential Loyal Customers
10657,0,84,1626.55,Champions
10660,0,56,378.17,Potential Loyal Customers
10662,2,65,639.86,Potential Loyal Customers
10669,147,38,679.59,Need Attention
10673,0,190,1668.34,At Risk
10683,0,32,907.56,Potential Loyal Customers
10689,0,82,1011.12,Loyal Customers
10693,0,88,962.55,Loyal Customers
10697,2,48,990.47,Potential Loyal Customers
10700,25,11,189.72,Promising Customers
10701,0,115,2506.35,Champions
10703,1,48,560.14,Potential Loyal Customers
10706,0,122,1425.28,Champions
10707,3,57,850.98,Potential Loyal Customers
10710,0,49,368.7,Potential Loyal Customers
10714,0,87,1117.44,Loyal Customers
10725,2,62,1032.22,Loyal Customers
10728,0,96,714.38,Loyal Customers
10732,0,43,1041.28,Potential Loyal Customers
10740,0,120,1460.31,Champions
10743,0,161,1925.83,At Risk
10744,0,72,900.59,Loyal Customers
10753,29,35,542.48,Promising Customers
10761,0,139,1191.06,Loyal Customers
10765,42,109,1163.49,Loyal Customers
10767,2,27,538.06,Potential Loyal Customers
10781,1,101,1303.38,Champions
10786,0,71,1303.65,Champions
10802,0,107,1441.96,Champions
10805,2,20,353.04,Potential Loyal Customers
10807,0,125,1594.02,Champions
10809,0,35,469.8,Potential Loyal Customers
10814,0,215,1426.32,At Risk
10816,1,41,722.27,Potential Loyal Customers
10818,2,65,1299.66,Champions
10822,0,71,849.23,Loyal Customers
10827,0,176,1672.5,At Risk
10840,5,29,755.64,Potential Loyal Customers
10847,0,106,657.74,Loyal Customers
10856,0,93,731.08,Loyal Customers
10862,0,56,444.7,Potential Loyal Customers
10869,1,49,1803.61,Champions
10873,1,96,1758.91,Champions
10880,1,125,1050,Loyal Customers
10885,3,86,601.83,Loyal Customers
10891,83,65,614.56,Need Attention
10896,2,128,875.17,Loyal Customers
10901,73,44,209.74,Promising Customers
10904,37,17,695.6,Promising Customers
10908,0,136,3843.57,At Risk
10911,0,33,998.06,Potential Loyal Customers
10914,4,27,945.94,Potential Loyal Customers
10918,1,21,508.55,Potential Loyal Customers
10925,2,86,1459.2,Champions
10928,1,46,347.77,Potential Loyal Customers
10931,3,75,586.2,Loyal Customers
10945,0,92,1019.16,Loyal Customers
10950,1,61,924.19,Loyal Customers
10958,22,122,1589.25,Champions
10963,36,49,346.85,Promising Customers
10965,1,75,2015.6,Champions
10967,6,42,1404.14,Champions
10975,10,51,631.92,Potential Loyal Customers
10979,1,101,805.55,Loyal Customers
10981,8,48,923.25,Potential Loyal Customers
10985,4,28,457.77,Potential Loyal Customers
10992,0,101,1069.9,Loyal Customers
10999,36,108,948.17,Loyal Customers
11002,7,49,413.34,Potential Loyal Customers
11008,0,127,1039.23,Loyal Customers
11026,0,197,1154.35,At Risk
11037,0,124,1816.53,Champions
11038,2,153,1739.1,At Risk
11054,6,36,594.34,Potential Loyal Customers
11057,9,20,608.72,Potential Loyal Customers
11059,0,50,452.75,Potential Loyal Customers
11061,29,18,381.29,Promising Customers
11066,60,57,873.88,Promising Customers
11068,1,60,947.74,Loyal Customers
11069,1,63,903.99,Loyal Customers
11071,0,104,2135.45,Champions
11078,0,41,714.11,Potential Loyal Customers
11080,10,70,581.62,Potential Loyal Customers
11087,0,110,726.31,Loyal Customers
11090,9,72,1083.52,Loyal Customers
11103,0,23,1670.4,Champions
11104,2,137,1423.26,Champions
11106,0,212,3951.4,At Risk
11108,0,97,1522.71,Champions
11112,1,72,612.54,Loyal Customers
11114,6,48,2272.9,Champions
11127,1,81,2590.29,Champions
11140,0,122,914.08,Loyal Customers
11143,4,94,793.77,Loyal Customers
11151,0,78,746.09,Loyal Customers
11156,3,25,433.95,Potential Loyal Customers
11157,0,103,758.29,Loyal Customers
11159,1,91,573.22,Loyal Customers
11163,0,367,3050.78,At Risk
11164,1,58,1717.35,Champions
11174,2,52,1293.07,Champions
11180,1,29,579.9,Potential Loyal Customers
11182,1,41,1124.53,Potential Loyal Customers
11187,10,25,731.91,Potential Loyal Customers
11190,2,41,802.29,Potential Loyal Customers
11191,2,51,989.08,Potential Loyal Customers
11194,0,87,1907.94,Champions
11195,0,146,2035.4,At Risk
11197,7,37,1458.64,Champions
11204,1,77,1081.48,Loyal Customers
11208,0,138,790.45,Loyal Customers
11211,0,76,1074.74,Loyal Customers
11221,80,37,240.85,Need Attention
11229,1,64,886.56,Loyal Customers
11233,1,161,2796.35,At Risk
11242,1,54,1244.14,Champions
11246,0,105,1397.12,Champions
11247,1,55,634.18,Potential Loyal Customers
11249,6,167,1416.04,At Risk
11259,58,104,575.15,Promising Customers
11260,3,33,200.91,Potential Loyal Customers
11265,0,58,886.35,Potential Loyal Customers
11268,0,126,859.39,Loyal Customers
11280,0,143,1460.16,At Risk
11284,0,76,944.67,Loyal Customers
11285,0,211,2331.82,At Risk
11286,5,88,757.95,Loyal Customers
11288,0,52,1179.4,Champions
11291,0,86,907.94,Loyal Customers
11297,0,96,1846,Champions
11298,2,43,429.59,Potential Loyal Customers
11315,3,80,711.27,Loyal Customers
11322,0,177,1978.46,At Risk
11323,8,78,1301.16,Champions
11324,0,118,478.09,Loyal Customers
11330,1,107,746.41,Loyal Customers
11334,6,30,822.47,Potential Loyal Customers
11339,1,112,1349.56,Champions
11343,0,48,415.74,Potential Loyal Customers
11346,0,135,3200.49,At Risk
11347,6,37,540.97,Potential Loyal Customers
11348,0,104,1830.73,Champions
11349,2,65,984.66,Loyal Customers
11350,8,34,539.15,Potential Loyal Customers
11353,1,69,1060.47,Loyal Customers
11355,1,151,921.9,Loyal Customers
11357,2,30,332.91,Potential Loyal Customers
11362,0,100,906.54,Loyal Customers
11365,20,140,2073.45,At Risk
11368,4,130,603.55,Loyal Customers
11379,0,140,748.61,Loyal Customers
11381,0,179,2602.11,At Risk
11387,12,64,697.76,Potential Loyal Customers
11394,5,54,593.74,Potential Loyal Customers
11400,6,66,543.54,Potential Loyal Customers
11401,0,146,1878.08,At Risk
11408,10,52,569.09,Potential Loyal Customers
11420,4,41,344.72,Potential Loyal Customers
11423,0,149,1894.26,At Risk
11430,0,227,2516.96,At Risk
11433,0,164,1621.31,At Risk
